InvoiceNo,SKU,Quantity,InvoiceDate,Country
545340,84997A,4,14/03/2021,15416_Belgium
545340,21380,6,14/03/2021,15416_Belgium
545415,22693,24,14/03/2021,15641_Belgium
545587,21232,20,16/03/2021,14796_Belgium
545658,10125,2,16/03/2021,14670_Belgium
545681,21259,2,18/03/2021,16923_Belgium
545687,21340,1,18/03/2021,17769_Belgium
546005,22858,6,20/03/2021,14426_Belgium
546171,21135,8,22/03/2021,16359_Belgium
546220,20719,100,22/03/2021,16745_Belgium
546427,20996,2,25/03/2021,14606_Belgium
546509,21672,12,26/03/2021,14911_Belgium
546542,22089,2,26/03/2021,13263_Belgium
546658,22693,24,27/03/2021,15150_Belgium
546782,21259,2,29/03/2021,15291_Belgium
547062,35810B,3,01/04/2021,16728_Belgium
547070,22260,1,01/04/2021,16115_Belgium
547102,21380,6,02/04/2021,14245_Belgium
547206,22858,1,02/04/2021,16791_Belgium
547358,84997A,1,03/04/2021,15998_Belgium
547374,22619,2,03/04/2021,16110_Belgium
547498,22633,3,04/04/2021,15021_Belgium
547729,22858,1,06/04/2021,15529_Belgium
547786,84997A,1,06/04/2021,14587_Belgium
547882,35810B,12,09/04/2021,14911_Belgium
547987,22637,4,10/04/2021,17428_Belgium
548370,46000M,10,11/04/2021,15528_Belgium
548401,23077,20,12/04/2021,14479_Belgium
548406,20719,20,12/04/2021,15061_Belgium
548468,21340,1,12/04/2021,14818_Belgium
548514,21232,1,12/04/2021,NA_Belgium
548565,23077,40,13/04/2021,16180_Belgium
548697,21272,24,15/04/2021,15482_Belgium
548704,22619,25,15/04/2021,17381_Belgium
548978,21232,4,17/04/2021,15727_Belgium
549262,10125,1,19/04/2021,14465_Belgium
549275,84751B,2,19/04/2021,15916_Belgium
549317,84997A,4,20/04/2021,15109_Belgium
549317,22637,6,20/04/2021,15109_Belgium
549320,21115,1,20/04/2021,16010_Belgium
549546,22089,4,22/04/2021,16889_Belgium
549569,21232,4,22/04/2021,15547_Belgium
549577,21577,6,23/04/2021,14286_Belgium
549730,22858,2,23/04/2021,15867_Belgium
549744,21672,36,24/04/2021,15240_Belgium
549771,22858,2,24/04/2021,14669_Belgium
549976,21577,6,25/04/2021,15855_Belgium
550173,22693,24,26/04/2021,15235_Belgium
550196,21340,1,27/04/2021,14796_Belgium
550318,21380,3,29/04/2021,16085_Belgium
550408,20719,10,30/04/2021,16746_Belgium
550462,22663,10,30/04/2021,16458_Belgium
550514,22619,4,30/04/2021,14631_Belgium
550515,21340,1,30/04/2021,14502_Belgium
550532,21644,1,01/05/2021,14606_Belgium
550630,37340,48,01/05/2021,14298_Belgium
550775,21232,12,02/05/2021,15805_Belgium
550804,21664,4,02/05/2021,16676_Belgium
550993,23009,1,03/05/2021,15810_Belgium
551658,21232,1,15/05/2021,16746_Belgium
551859,21232,12,16/05/2021,14336_Belgium
552010,20719,4,17/05/2021,14713_Belgium
552297,21340,3,20/05/2021,15092_Belgium
552446,23077,20,21/05/2021,16729_Belgium
552669,23175,4,22/05/2021,16710_Belgium
552825,20719,10,23/05/2021,15296_Belgium
553067,22794,4,25/05/2021,16871_Belgium
553088,21232,24,25/05/2021,16180_Belgium
553670,21232,24,30/05/2021,14407_Belgium
553679,21380,12,30/05/2021,14565_Belgium
553686,22693,48,30/05/2021,14911_Belgium
553691,21380,2,30/05/2021,15311_Belgium
553751,20996,24,31/05/2021,15630_Belgium
553856,22637,1,31/05/2021,16813_Belgium
553901,23175,12,31/05/2021,14911_Belgium
553941,22794,2,01/06/2021,14334_Belgium
554082,21232,4,03/06/2021,14878_Belgium
554139,22619,4,04/06/2021,14911_Belgium
554351,22089,6,05/06/2021,15132_Belgium
554494,21232,3,05/06/2021,16327_Belgium
554542,23175,4,06/06/2021,15194_Belgium
554644,20719,1,06/06/2021,15311_Belgium
554765,21781,1,07/06/2021,16837_Belgium
554765,21259,2,07/06/2021,16837_Belgium
554813,21340,1,07/06/2021,15852_Belgium
554920,21577,12,08/06/2021,16275_Belgium
555194,21380,12,13/06/2021,16422_Belgium
555199,84849B,1,13/06/2021,14606_Belgium
555284,23077,80,14/06/2021,14298_Belgium
555416,20996,8,15/06/2021,14408_Belgium
555473,20719,10,15/06/2021,14700_Belgium
555488,46000M,2,15/06/2021,16942_Belgium
555538,21135,10,17/06/2021,14512_Belgium
555573,22693,24,17/06/2021,15349_Belgium
555705,21272,2,18/06/2021,14713_Belgium
555841,20996,1,19/06/2021,14583_Belgium
555853,84536B,5,19/06/2021,14375_Belgium
555855,84997A,2,19/06/2021,15311_Belgium
555947,20719,100,20/06/2021,14911_Belgium
556071,21135,8,20/06/2021,15974_Belgium
556121,22089,2,21/06/2021,15855_Belgium
556121,22089,1,21/06/2021,15855_Belgium
556246,21380,1,21/06/2021,16113_Belgium
556296,22081,10,22/06/2021,15114_Belgium
556329,21781,2,22/06/2021,14573_Belgium
556413,85135C,1,22/06/2021,16005_Belgium
556491,21232,3,24/06/2021,16794_Belgium
556579,90036A,3,25/06/2021,15069_Belgium
556728,23236C,3,26/06/2021,15719_Belgium
556728,23242,2,26/06/2021,15719_Belgium
556827,22231,12,27/06/2021,15134_Belgium
556926,21380,1,27/06/2021,16324_Belgium
557122,22231,12,28/06/2021,16558_Belgium
557225,20719,1,29/06/2021,15311_Belgium
557484,23077,20,02/07/2021,14796_Belgium
557755,22795,8,04/07/2021,14733_Belgium
557794,84536B,16,05/07/2021,16287_Belgium
558028,84536B,16,06/07/2021,15128_Belgium
558194,20719,1,09/07/2021,14583_Belgium
558196,21259,1,09/07/2021,16033_Belgium
558368,22663,10,10/07/2021,14329_Belgium
558475,23242,1,11/07/2021,NA_Belgium
559289,22663,2,19/07/2021,15719_Belgium
559356,22794,2,19/07/2021,15416_Belgium
559465,84997A,72,20/07/2021,14680_Belgium
559529,20719,4,22/07/2021,14808_Belgium
559552,22089,1,22/07/2021,16014_Belgium
559552,21232,3,22/07/2021,16014_Belgium
559552,22795,1,22/07/2021,16014_Belgium
559814,84997A,8,24/07/2021,15544_Belgium
559865,22637,4,25/07/2021,14409_Belgium
559876,20719,1,25/07/2021,15752_Belgium
560233,84536B,3,29/07/2021,16813_Belgium
560255,23077,20,29/07/2021,16054_Belgium
560644,22677,1,01/08/2021,16271_Belgium
560853,21672,2,02/08/2021,15311_Belgium
560864,20996,24,02/08/2021,14407_Belgium
560922,22637,8,02/08/2021,14911_Belgium
560979,23077,40,03/08/2021,15232_Belgium
561085,20719,10,06/08/2021,14367_Belgium
561147,20996,24,06/08/2021,16841_Belgium
561258,23175,6,07/08/2021,15513_Belgium
561324,37340,48,07/08/2021,14414_Belgium
561366,21115,2,07/08/2021,15152_Belgium
561512,21380,2,08/08/2021,14534_Belgium
561806,23077,20,10/08/2021,12839_Belgium
561870,16054,36,12/08/2021,14911_Belgium
561894,23242,1,12/08/2021,14456_Belgium
562284,20996,24,16/08/2021,15133_Belgium
562374,23175,48,16/08/2021,14911_Belgium
562377,22794,1,16/08/2021,14535_Belgium
562444,22637,4,16/08/2021,14713_Belgium
562680,22663,1,20/08/2021,17954_Belgium
562880,22637,48,22/08/2021,15838_Belgium
562880,21380,144,22/08/2021,15838_Belgium
563011,22231,12,23/08/2021,16283_Belgium
563076,23345,200,23/08/2021,14646_Belgium
563090,20719,10,23/08/2021,16186_Belgium
563227,21232,72,26/08/2021,14301_Belgium
563230,21135,6,26/08/2021,15376_Belgium
563238,22677,10,27/08/2021,15093_Belgium
563361,21232,12,27/08/2021,15315_Belgium
563366,22089,6,28/08/2021,15373_Belgium
563557,84997A,4,29/08/2021,15786_Belgium
563564,21340,1,29/08/2021,16633_Belgium
563920,21672,6,02/09/2021,16407_Belgium
563935,23323,1,02/09/2021,15547_Belgium
563951,21340,8,03/09/2021,16839_Belgium
563952,23240,4,03/09/2021,15572_Belgium
564219,21380,12,05/09/2021,16422_Belgium
564301,23240,6,05/09/2021,14299_Belgium
564335,20719,1,05/09/2021,15800_Belgium
564346,23345,4,05/09/2021,15727_Belgium
564346,23242,6,05/09/2021,15727_Belgium
564360,21232,12,05/09/2021,12471_Belgium
564439,22932,2,06/09/2021,12841_Belgium
564632,21340,1,07/09/2021,16556_Belgium
564635,20719,10,07/09/2021,15615_Belgium
564648,20719,10,07/09/2021,15641_Belgium
564849,22677,10,11/09/2021,17675_Belgium
564868,20719,10,12/09/2021,16842_Belgium
564904,22633,24,12/09/2021,15984_Belgium
565513,82486,12,17/09/2021,14401_Belgium
565737,22794,2,18/09/2021,16400_Belgium
565751,21577,2,18/09/2021,16393_Belgium
565838,22794,2,19/09/2021,15071_Belgium
565857,82486,2,19/09/2021,14911_Belgium
565932,22795,1,20/09/2021,16418_Belgium
566005,23323,4,20/09/2021,16426_Belgium
566062,46000M,10,20/09/2021,14522_Belgium
566314,23435,12,24/09/2021,15358_Belgium
566396,23175,12,24/09/2021,14292_Belgium
566477,23175,4,25/09/2021,14359_Belgium
566952,23240,1,27/09/2021,NA_Belgium
566976,20719,10,28/09/2021,15382_Belgium
567179,22619,2,30/09/2021,15547_Belgium
567302,22141,12,01/10/2021,15058_Belgium
567310,37340,3,01/10/2021,15504_Belgium
567428,22795,4,02/10/2021,14911_Belgium
567614,22677,10,03/10/2021,16103_Belgium
567622,23424,1,03/10/2021,14527_Belgium
567630,46000M,4,03/10/2021,15737_Belgium
567670,20719,4,03/10/2021,NA_Belgium
567720,22795,2,04/10/2021,14911_Belgium
567826,23242,1,04/10/2021,12877_Belgium
567864,23240,6,04/10/2021,16236_Belgium
567890,23376,24,04/10/2021,14125_Belgium
567973,21340,1,05/10/2021,13994_Belgium
568048,21259,2,05/10/2021,14911_Belgium
568059,22633,4,05/10/2021,13097_Belgium
568135,82486,1,05/10/2021,NA_Belgium
568163,23424,4,07/10/2021,14540_Belgium
568411,22089,1,09/10/2021,NA_Belgium
568568,20996,24,10/10/2021,14412_Belgium
568577,85135C,4,10/10/2021,15301_Belgium
568583,22663,1,10/10/2021,15584_Belgium
568654,22693,24,10/10/2021,14911_Belgium
568654,23175,4,10/10/2021,14911_Belgium
568700,22619,4,10/10/2021,16690_Belgium
568878,23424,2,11/10/2021,14524_Belgium
568947,21263,12,11/10/2021,14696_Belgium
569105,84926F,4,12/10/2021,16729_Belgium
569229,23424,1,14/10/2021,14502_Belgium
569236,22637,4,14/10/2021,14432_Belgium
569383,20719,20,15/10/2021,15159_Belgium
569472,23323,6,16/10/2021,14515_Belgium
569521,82486,1,16/10/2021,16474_Belgium
569521,22633,4,16/10/2021,16474_Belgium
569524,23240,2,16/10/2021,14506_Belgium
569524,21672,1,16/10/2021,14506_Belgium
569546,23175,1,16/10/2021,15276_Belgium
569546,21232,1,16/10/2021,15276_Belgium
569715,21232,4,17/10/2021,15856_Belgium
569848,23435,10,18/10/2021,16316_Belgium
570088,20719,2,19/10/2021,16764_Belgium
570102,22141,6,19/10/2021,16455_Belgium
570418,21340,3,22/10/2021,15211_Belgium
570425,20719,10,22/10/2021,15128_Belgium
570726,22619,4,24/10/2021,16607_Belgium
570799,23077,20,24/10/2021,16203_Belgium
571040,22633,2,25/10/2021,15272_Belgium
571054,22141,2,25/10/2021,14234_Belgium
571063,22633,48,25/10/2021,16430_Belgium
571081,23424,2,25/10/2021,16775_Belgium
571183,23077,20,26/10/2021,14796_Belgium
571214,84997A,2,26/10/2021,14390_Belgium
571216,84536B,3,26/10/2021,16081_Belgium
571241,22633,1,26/10/2021,14592_Belgium
571276,22677,1,28/10/2021,14702_Belgium
571279,23323,3,28/10/2021,16466_Belgium
571502,22081,10,29/10/2021,14422_Belgium
571653,17084N,50,30/10/2021,14298_Belgium
571653,21628,4,30/10/2021,14298_Belgium
571745,23175,8,31/10/2021,14911_Belgium
571883,21135,8,31/10/2021,14704_Belgium
572098,22663,10,01/11/2021,15117_Belgium
572183,21232,72,02/11/2021,16153_Belgium
572195,82486,2,02/11/2021,14562_Belgium
572280,22795,2,04/11/2021,16007_Belgium
572318,22141,2,04/11/2021,15436_Belgium
572354,23175,4,05/11/2021,15215_Belgium
572558,10125,20,06/11/2021,14286_Belgium
572669,23376,12,06/11/2021,16549_Belgium
572726,23376,12,06/11/2021,16056_Belgium
572836,22633,4,07/11/2021,15568_Belgium
572859,22795,1,07/11/2021,16418_Belgium
572913,21263,2,07/11/2021,15993_Belgium
572913,23376,3,07/11/2021,15993_Belgium
572913,23323,3,07/11/2021,15993_Belgium
572921,23077,20,07/11/2021,15993_Belgium
573007,22619,4,08/11/2021,16009_Belgium
573291,82486,4,09/11/2021,16554_Belgium
573320,22693,96,11/11/2021,15513_Belgium
573377,22795,1,11/11/2021,14653_Belgium
573397,22141,1,11/11/2021,15547_Belgium
573414,22633,1,11/11/2021,16877_Belgium
573892,23424,4,13/11/2021,14911_Belgium
573905,84997A,1,13/11/2021,16971_Belgium
574258,22633,1,15/11/2021,16891_Belgium
574281,22231,12,15/11/2021,14856_Belgium
574511,23323,6,16/11/2021,15597_Belgium
574556,84559A,16,16/11/2021,NA_Belgium
574619,85034B,2,18/11/2021,15952_Belgium
574704,21340,2,18/11/2021,15696_Belgium
574747,22089,6,19/11/2021,15618_Belgium
574950,46776B,7,20/11/2021,NA_Belgium
575051,21098,1,20/11/2021,15957_Belgium
575086,21672,24,20/11/2021,16618_Belgium
575117,20996,3,20/11/2021,12748_Belgium
575128,23323,6,20/11/2021,16837_Belgium
575177,23435,1,20/11/2021,NA_Belgium
575367,22141,6,21/11/2021,15114_Belgium
575368,90160B,1,21/11/2021,14482_Belgium
575500,22677,10,22/11/2021,16003_Belgium
575502,22141,6,22/11/2021,16700_Belgium
575504,23175,4,22/11/2021,14895_Belgium
575576,22081,10,22/11/2021,16025_Belgium
575622,23376,12,22/11/2021,16743_Belgium
575681,23240,2,22/11/2021,16903_Belgium
575697,23236C,6,22/11/2021,16094_Belgium
575760,22663,2,23/11/2021,15965_Belgium
575849,20719,10,23/11/2021,14790_Belgium
575899,23240,6,23/11/2021,16133_Belgium
576053,22633,4,25/11/2021,16726_Belgium
576078,82486,2,25/11/2021,14432_Belgium
576189,23077,20,26/11/2021,14684_Belgium
576339,85131B,43,26/11/2021,14096_Belgium
576352,22619,8,26/11/2021,16478_Belgium
576605,22141,6,27/11/2021,14562_Belgium
576645,22141,6,28/11/2021,16245_Belgium
576645,23323,6,28/11/2021,16245_Belgium
576784,22633,4,28/11/2021,16204_Belgium
576852,22663,3,28/11/2021,16809_Belgium
577092,22141,6,29/11/2021,15136_Belgium
577108,23323,2,29/11/2021,15983_Belgium
577359,20996,8,30/11/2021,14903_Belgium
577526,22619,12,02/12/2021,16513_Belgium
577595,22633,1,02/12/2021,16399_Belgium
577597,23175,4,03/12/2021,16366_Belgium
577831,20719,10,04/12/2021,16748_Belgium
577905,82486,12,04/12/2021,15497_Belgium
578032,23424,4,04/12/2021,16633_Belgium
578229,22637,2,05/12/2021,16066_Belgium
578248,22795,5,05/12/2021,16255_Belgium
578262,23376,5,05/12/2021,18283_Belgium
578468,20996,24,06/12/2021,16482_Belgium
578508,22141,4,06/12/2021,16892_Belgium
578688,23323,5,07/12/2021,16719_Belgium
578688,23323,1,07/12/2021,16719_Belgium
578817,23323,1,07/12/2021,16764_Belgium
578998,84536B,1,09/12/2021,15436_Belgium
579102,82486,2,10/12/2021,14911_Belgium
579146,21098,6,10/12/2021,16347_Belgium
579163,22633,96,10/12/2021,15838_Belgium
579168,23077,40,10/12/2021,17806_Belgium
579268,23697,24,11/12/2021,14321_Belgium
579293,22633,1,11/12/2021,14419_Belgium
579293,22619,1,11/12/2021,14419_Belgium
579364,23077,20,11/12/2021,14173_Belgium
579399,21672,4,11/12/2021,13137_Belgium
579414,22633,2,11/12/2021,14719_Belgium
579458,23323,1,11/12/2021,16549_Belgium
579458,23323,1,11/12/2021,16549_Belgium
579465,23323,1,11/12/2021,15790_Belgium
579470,22663,2,11/12/2021,16549_Belgium
579470,23242,1,11/12/2021,16549_Belgium
579491,21115,1,11/12/2021,14723_Belgium
579559,23323,1,12/12/2021,16764_Belgium
579559,20719,2,12/12/2021,16764_Belgium
579561,23240,3,12/12/2021,16115_Belgium
580073,85135C,2,13/12/2021,16813_Belgium
580103,21098,18,13/12/2021,16242_Belgium
580137,23242,3,13/12/2021,17566_Belgium
580262,22693,24,14/12/2021,16759_Belgium
580276,22633,1,14/12/2021,16426_Belgium
580306,23240,6,14/12/2021,14250_Belgium
580373,22619,4,14/12/2021,14788_Belgium
580650,21115,16,17/12/2021,14401_Belgium
580660,22633,12,17/12/2021,16592_Belgium
580672,23240,2,17/12/2021,17920_Belgium
580730,82486,1,17/12/2021,NA_Belgium
580731,90114,2,17/12/2021,17383_Belgium
580884,22663,1,18/12/2021,15907_Belgium
580956,21098,1,18/12/2021,17841_Belgium
581074,22633,15,19/12/2021,15568_Belgium
581118,22081,10,19/12/2021,15136_Belgium
581123,22633,12,19/12/2021,15750_Belgium
581166,23240,1,19/12/2021,15525_Belgium
581414,23345,1,20/12/2021,14730_Belgium
536544,90018A,1,13/01/2022,NA_Belgium
536557,21486,2,13/01/2022,17841_Belgium
536603,22633,6,14/01/2022,17850_Belgium
536754,22633,4,14/01/2022,14449_Belgium
536796,21577,2,14/01/2022,15574_Belgium
536796,20719,1,14/01/2022,15574_Belgium
536874,21098,1,15/01/2022,16891_Belgium
536876,21098,17,15/01/2022,NA_Belgium
537111,22637,1,17/01/2022,14810_Belgium
537153,22633,1,17/01/2022,16718_Belgium
537154,22141,1,17/01/2022,15808_Belgium
537176,22231,1,17/01/2022,16411_Belgium
537199,22633,1,17/01/2022,15894_Belgium
537241,22637,8,18/01/2022,14293_Belgium
537301,22231,2,18/01/2022,15860_Belgium
537792,22633,1,20/01/2022,16385_Belgium
538012,22794,1,21/01/2022,14527_Belgium
538069,84536B,3,21/01/2022,16795_Belgium
538202,21781,1,22/01/2022,14667_Belgium
538202,21259,2,22/01/2022,14667_Belgium
538368,22677,2,24/01/2022,15503_Belgium
538659,22794,2,25/01/2022,14625_Belgium
538660,22795,4,25/01/2022,15808_Belgium
538853,20996,4,26/01/2022,16805_Belgium
538855,85135C,4,26/01/2022,16503_Belgium
538883,22141,1,26/01/2022,NA_Belgium
539002,22677,1,27/01/2022,14527_Belgium
539002,21259,1,27/01/2022,14527_Belgium
539264,21232,12,28/01/2022,15224_Belgium
539320,22795,10,28/01/2022,14911_Belgium
539470,22637,3,31/01/2022,14472_Belgium
539470,21232,1,31/01/2022,14472_Belgium
539474,21232,1,31/01/2022,15581_Belgium
539490,22795,6,01/01/2021,17069_Canada
539492,22619,1,01/01/2021,NA_Canada
539595,17084N,5,01/01/2021,NA_Canada
539595,22260,1,01/01/2021,NA_Canada
539631,20719,1,01/01/2021,NA_Canada
539718,21672,3,02/01/2021,NA_Canada
539736,21259,1,02/01/2021,NA_Canada
539738,84559a,1,02/01/2021,NA_Canada
539738,37340,1,02/01/2021,NA_Canada
539988,21272,2,04/01/2021,18116_Canada
540026,85131B,4,16/01/2021,NA_Canada
540350,20719,1,18/01/2021,18283_Canada
540352,37340,1,18/01/2021,NA_Canada
540468,90214M,1,19/01/2021,NA_Canada
540551,21098,2,22/01/2021,NA_Canada
540556,21115,2,22/01/2021,NA_Canada
540646,90114,1,22/01/2021,NA_Canada
540691,21672,12,23/01/2021,17450_Canada
540798,85197,3,23/01/2021,17365_Canada
540848,21272,1,24/01/2021,NA_Canada
540977,17084N,1,24/01/2021,NA_Canada
540977,90114,4,24/01/2021,NA_Canada
540992,22693,24,24/01/2021,17364_Canada
541104,85034B,3,25/01/2021,NA_Canada
541221,20719,26,26/01/2021,NA_Canada
541422,85131B,4,29/01/2021,NA_Canada
541493,22089,4,30/01/2021,NA_Canada
541497,20719,3,30/01/2021,NA_Canada
541593,22637,4,31/01/2021,17611_Canada
541971,90160B,2,05/02/2021,NA_Canada
541999,22858,1,06/02/2021,NA_Canada
541999,22663,1,06/02/2021,NA_Canada
542115,37340,1,06/02/2021,NA_Canada
542664,85131B,8,12/02/2021,NA_Canada
542794,21232,3,13/02/2021,NA_Canada
543293,22794,2,19/02/2021,17613_Canada
543345,21232,1,19/02/2021,NA_Canada
543448,22637,1,20/02/2021,NA_Canada
543467,85131B,3,20/02/2021,NA_Canada
543467,22677,1,20/02/2021,NA_Canada
543529,21259,7,21/02/2021,18109_Canada
543533,22795,1,21/02/2021,NA_Canada
543899,21340,4,26/02/2021,NA_Canada
543909,22858,6,26/02/2021,NA_Canada
543911,21232,24,26/02/2021,17829_Canada
544186,22663,1,28/02/2021,NA_Canada
544434,21272,1,02/03/2021,NA_Canada
544434,21232,4,02/03/2021,NA_Canada
544434,20719,1,02/03/2021,NA_Canada
544598,22641,5,05/03/2021,NA_Canada
544677,21232,1,06/03/2021,18196_Canada
544684,22089,1,06/03/2021,NA_Canada
544684,22794,1,06/03/2021,NA_Canada
544776,22081,1,07/03/2021,NA_Canada
544804,21259,4,07/03/2021,17504_Canada
544815,21340,2,07/03/2021,17171_Canada
545024,21577,1,09/03/2021,NA_Canada
545333,85131B,3,13/03/2021,NA_Canada
545459,21340,1,14/03/2021,17576_Canada
